rxns	rxnnames	subsystems	keggid	reactomeid	fbasolutiontissuev
RE2993X	2,4-Dienoyl Coenzyme A Reductase (NADPH)	Fatty acid oxidation			0
RE2996X	2,4-Dienoyl Coenzyme A Reductase (NADPH)	Fatty acid oxidation			-0
RE2999M	Dodecenoyl Coenzyme A Isomerase	Fatty acid oxidation			-0
RE3000M	RE3000M	Fatty acid oxidation			-0
RE3002X	Dodecenoyl Coenzyme A Isomerase	Fatty acid oxidation			-0
RE3003M	Dodecenoyl Coenzyme A Isomerase	Fatty acid oxidation			0
RE3005M	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
RE3010C	Carbonyl Reductase (NADPH)	Eicosanoid metabolism			0
RE3010M	Carbonyl Reductase (NADPH)	Eicosanoid metabolism			0
RE3010X	Carbonyl Reductase (NADPH)	Eicosanoid metabolism			0
RE3012C	Aldehyde Dehydrogenase (NAD+)	Eicosanoid metabolism			0
RE3012M	Aldehyde Dehydrogenase (NAD+)	Eicosanoid metabolism			-0
RE3012R	Aldehyde Dehydrogenase (NAD+)	Eicosanoid metabolism			0
RE3014R	Leukotriene-B4 20-Monooxygenase	Eicosanoid metabolism			0
RE3015R	Leukotriene-B4 20-Monooxygenase	Eicosanoid metabolism			0
RE3036C	Arachidonate 12-Lipoxygenase	Arachidonic acid metabolism			0
RE3041C	Arachidonate 5-Lipoxygenase	Arachidonic acid metabolism			0
RE3074X	Long-Chain-Fatty-Acid- Coenzyme A Ligase	Fatty acid oxidation			0
RE3079X	RE3079X	Fatty acid oxidation			0
RE3082X	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
RE3095C	Peroxidase	Tyrosine metabolism			881.776926878635
RE3103C	RE3103	Fatty acid oxidation			0
RE3110C	RE3110	Fatty acid oxidation			0
RE3114R	Long-Chain-Fatty-Acid- Coenzyme A Ligase	Fatty acid oxidation			0
RE3120C	RE3120	Fatty acid oxidation			0
RE3132R	Long-Chain-Fatty-Acid- Coenzyme A Ligase	Fatty acid oxidation			0
RE3134C	Delta14-Sterol Reductase	Cholesterol metabolism			-0
RE3146R	Long-Chain-Fatty-Acid- Coenzyme A Ligase	Fatty acid oxidation			0
RE3151C	RE3151	Fatty acid oxidation			0
RE3156X	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
RE3160R	Long-Chain-Fatty-Acid- Coenzyme A Ligase	Fatty acid oxidation			0
RE3161C	RE3161	Fatty acid oxidation			0
RE3165C	RE3165	Fatty acid oxidation			0
RE3170C	RE3170	Fatty acid oxidation			0
RE3174C	RE3174	Fatty acid oxidation			0
RE3177M	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
RE3178M	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
RE3179M	3-Hydroxyacyl Coenzyme A Dehydrogenase	Fatty acid oxidation			-0
RE3185M	RE3185M	Fatty acid oxidation			-0
RE3186M	RE3186M	Fatty acid oxidation			-0
RE3224C	RE3224	Fatty acid synthesis			0
RE3225C	RE3225	Fatty acid synthesis			0
RE3226C	RE3226	Fatty acid synthesis			0
RE3241C	RE3241	Fatty acid synthesis			0
FACOAE181	Fatty-acid-CoA thioesterase (octadecenoate)	Fatty acid synthesis			-374.6192
RE3251M	RE3251	Bile acid synthesis			0
RE3273C_1	Phospholipase D	Phosphatidylinositol phosphate metabolism			-525.681548059505
RE3301C_1	Phospholipase D	Glycerophospholipid metabolism			0
RE3307C	Carbonyl Reductase (NADPH)	Eicosanoid metabolism			-0
RE3346C	Aldehyde Dehydrogenase (NAD+)	Bile acid synthesis			0
RE3346M	Aldehyde Dehydrogenase (NAD+)	Bile acid synthesis			0
RE3430M	RE3430	Eicosanoid metabolism			0
RE3432C	Carbonyl Reductase (NADPH)	Eicosanoid metabolism			0
RE3432M	Carbonyl Reductase (NADPH)	Eicosanoid metabolism			0
RE3432X	Carbonyl Reductase (NADPH)	Eicosanoid metabolism			-0
RE3470C	Carbonyl Reductase (NADPH)	Arachidonic acid metabolism			0
RE3470M	Carbonyl Reductase (NADPH)	Arachidonic acid metabolism			0
RE3476C	Carbonyl Reductase (NADPH)	Arachidonic acid metabolism		R-HSA-2161776	0
RE3476M	Carbonyl Reductase (NADPH)	Arachidonic acid metabolism		R-HSA-2161776	-0
RE3488R	Prostaglandin-Endoperoxide Synthase	Eicosanoid metabolism			0
RE3513R	Arachidonate 5-Lipoxygenase	Arachidonic acid metabolism			6.85000000000002
RE3520E	Glutathione Peroxidase	Arachidonic acid metabolism			0
RE3525C	Arachidonate 12-Lipoxygenase	Arachidonic acid metabolism			0
RE3526C	Arachidonate 12-Lipoxygenase	Arachidonic acid metabolism			0
RE3566C	RE3566	Eicosanoid metabolism	R05056	R-HSA-2161666	-242.009764008971
RE3567C	Prostaglandin-A1 Delta-Isomerase	Eicosanoid metabolism	R05057	R-HSA-2161735	-242.009764008971
RE3597C	Carbonyl Reductase (NADPH)	Eicosanoid metabolism			0
RE3597M	Carbonyl Reductase (NADPH)	Eicosanoid metabolism			-0
RE3597X	Carbonyl Reductase (NADPH)	Eicosanoid metabolism			-0
RE3628M	Dodecenoyl Coenzyme A Isomerase	Fatty acid oxidation			0
EX_HC02191_e	Lithocholate exchange	Exchange/demand reaction			-292.505751698574
EX_HC02180_e	Thromboxane-b2 exchange	Exchange/demand reaction			-1000
EX_HC02203_e	Prostaglandin-a2 exchange	Exchange/demand reaction			242.009764008971
EX_HC02217_e	Prostaglandin-g2 exchange	Exchange/demand reaction			-0
EX_crm_hs_e	Exchange of N-Acylsphingosine 	Exchange/demand reaction			-344.747277991421
PIt8	Phosphate transport in/out via Na+ symporter	Transport, extracellular			-1000
PIt9	Phosphate transport in/out via two Na+ symporter	Transport, extracellular		R-ATH-427605; R-BTA-427605; R-BTA-427645; R-CEL-427605; R-CEL-427645; R-CFA-427605; R-CFA-427645; R-DME-427605; R-DRE-427605; R-GGA-427605; R-HSA-427605; R-HSA-427645; R-MMU-427605; R-MMU-427645; R-OSA-427605; R-PFA-427605; R-RNO-427605; R-RNO-427645; R-SCE-427605; R-SSC-427605; R-TGU-427605; R-XTR-427605; R-XTR-427645	-1000
BIOMASS_reaction	Generic Human Biomass Reaction				734.32499526793
2MB2COAc	Transport of 2-methylcrotonoyl-CoA into cytosol	Fatty acid oxidation			0
3HBCOARc	Transport of (R)-3-hydroxybutanoyl-CoA into cytosol	Fatty acid oxidation			-0
C100CPT1	Production of Decanoylcarnitine	Fatty acid oxidation			0
C101CPT1	Production of Decenoylcarnitine	Fatty acid oxidation			-0
C102CPT1	Production of Decadienoylcarnitine	Fatty acid oxidation			-0
C10DCCACT	Transport of sebacoyl carnitine into cytosol	Fatty acid oxidation			-0
C10DCc	Production of sebacoylcarnitine	Fatty acid oxidation			0
C10OHc	Production of 3-OHdecanoylcarnitinec	Fatty acid oxidation			-0
C120CPT1	Production of Dodecanoylcarnitine	Fatty acid oxidation			0
C121CPT1	Production of Dodecenoylcarnitine	Fatty acid oxidation			-0
C12OHc	Production of 3-OHdodecanoylcarnitinec	Fatty acid oxidation			-0
TTDCPT1	Carnitine O-palmitoyltransferase	Fatty acid oxidation			0
C141ACBP	Transport of 3-Hydroxytetradecenoyl Coenzyme A from Mitochondria into Cytosol	Fatty acid oxidation			-0
C141CPT1	Production of Tetradecenoylcarnitine	Fatty acid oxidation			-0
C141OHc	Production of 3-Hydroxytetradecenoyl Carnitine	Fatty acid oxidation			-0
C142ACBP	Transport of 3-Hydroxytetradeca Dienoyl Coenzyme A from Mitochondria into Cytosol	Fatty acid oxidation			-0
C142CPT1	Production of Tetradecadienoylcarnitine	Fatty acid oxidation			-0
C142OHc	Production of 3-Hydroxytetradeca Dienoyl Carnitine	Fatty acid oxidation			-0
C14OHc	Production of 3-hydroxytetradecanoylcarnitine	Fatty acid oxidation			-0
C161OHc	Production of 3-Hydroxyhexadecenoylcarnitine	Fatty acid oxidation			0
C162ACBP	Transport of 3-Hydroxy Trans7, 10-Hexadecadienoylcoa from Mitochondria into Cytosol	Fatty acid oxidation			-0
C162OHc	Production of 3-Hydroxy Hexadecadienoyl Carnitine	Fatty acid oxidation			-0
C16DCc	Production of Hexadecanedioylcarnitine	Fatty acid oxidation			0
C16OHc	Production of 3-hydroxyhexadecanoylcarnitinec	Fatty acid oxidation			0
FA160COAabcp_1	Fatty acyl-CoA peroxisomal transport via ABC system (16:0)	Transport, peroxisomal			0
C181OHc	Production of 3-Hydroxyoctadecenoylcarnitinec	Fatty acid oxidation			0
C182OHc	Production of 3-Hydroxyoctadecadienoylcarnitine	Fatty acid oxidation			0
C18OHc	Production of 3-Hydroxyoctadecanoylcarnitine	Fatty acid oxidation			0
ACRNtp	Acetylcarnitine transport out of peroxisome	Transport, peroxisomal			-0
C30CPT1	Production of propionylcarnitine	Fatty acid oxidation			0
C40CPT1	Production of butyrylcarnitine	Fatty acid oxidation			-0
C4DCCACT	Transport of succinyl carnitine into cytosol	Fatty acid oxidation			-0
C4OHc	Production of 3-hydroxybytyryl carnitinec	Fatty acid oxidation			-0
C4tcx	Transport of Bytyrylcarnitine from Peroxisomes	Transport, peroxisomal			-0
C4tmc	Transport of bytyrylcarnitine into mitochondrial matrix	Transport, mitochondrial			1000
C50CPT1	Production of isovalerylcarnitine	Fatty acid oxidation			-0
C51CPT1	Production of tiglylcarnitine	Fatty acid oxidation			0
C60CPT1	Production of Hexanoylcarnitine	Fatty acid oxidation			0
C6CRNtcx	Transport of Hexanoylcarnitine into Cytosol	Transport, peroxisomal			-0
C6DCCACT	Transport of adipoyl carnitine into cytosol	Fatty acid oxidation			-0
C6DCc	Production of adipoylcarnitine	Fatty acid oxidation			-0
C80CPT1	Production of octanoylcarnitine	Fatty acid oxidation			-0
C81CPT1	Production of Ocetenoylcarnitine	Fatty acid oxidation			-0
C8DCc	Production of suberylcarnitine	Fatty acid oxidation			0
C9BRxtc	Transport of dimethylnonanoylcarnitine from peroxisomes to cytosol	Transport, peroxisomal			-0
DCATDc	Transport of Decanoate (n-C10:0) into the cell by diffusion	Fatty acid oxidation			0
DCSPTN1COAtxc	Transport of docosapentenoylcoa into peroxisomes.	Transport, peroxisomal			0
DOCO13ECOAtxc	Transport of 13-Docosenoylcoa into Peroxisomes	Transport, peroxisomal			0
DOCO13EFATP	Absorption Or Uptake of 13-Docosenoic Acid into Cells	Fatty acid oxidation			0
DOCOSCOAtxc	Transport of behenoylcoa into peroxisomes	Transport, peroxisomal			0
EX_doco13ac_e	Exchange of Docosenoic Acid (C22:1)	Exchange/demand reaction			0.2
EX_docosac_e	Exchange reaction for Behenic acid	Exchange/demand reaction			0.7
FAOXC101C102m	Fatty Acid Beta Oxidation (C10:1->C10:2), Mitochondrial	Fatty acid oxidation			-0
FAOXC101x	Isomerization (C10:1), Peroxisomal	Fatty acid oxidation			0
FAOXC102C101x	Fatty Acid Beta Oxidation (C10:2->C10:1), Peroxisomal	Fatty acid oxidation			0
FAOXC102C103m	Fatty Acid Beta Oxidation (C10:2->C10:3), Mitochondrial	Fatty acid oxidation			-0
FAOXC102m	Isomerization (C10:2), Mitochondrial	Fatty acid oxidation			0
FAOXC102x	Isomerization (C10:2), Peroxisomal	Fatty acid oxidation			0
FAOXC103C102x	Fatty Acid Beta Oxidation (C10:3->C10:2), Peroxisomal	Fatty acid oxidation			-0
FAOXC121x	Isomerization (C12:1), Peroxisomal	Fatty acid oxidation			0
FAOXC122m	Isomerization (C12:2), Mitochondrial	Fatty acid oxidation			0
FAOXC122x	Isomerization (C12:2), Peroxisomal	Fatty acid oxidation			-0
FAOXC123m	Isomerization (C12:3), Mitochondrial	Fatty acid oxidation			0
FAOXC123x	Isomerization (C12:3), Peroxisomal	Fatty acid oxidation			0
FAOXC12DCTc	Transport of Dodecanedioyl Carnitine into Cytosol	Fatty acid oxidation			0
FAOXC12DCc	Formation of Dodecanedioyl Carnitine	Fatty acid oxidation			-0
FAOXC15ATPx	Fatty acid activation(C15)x	Fatty acid oxidation			0
FAOXC163Gm	Isomerization (C16:3), Mitochondrial	Fatty acid oxidation			0
FAOXC163x	Isomerization (C16:3), Peroxisomal	Fatty acid oxidation			0
FAOXC164C163x	Fatty Acid Beta Oxidation (C16:4->C16:3), Peroxisomal	Fatty acid oxidation			-0
FAOXC164m	Isomerization (C16:4), Mitochondrial	Fatty acid oxidation			0
FAOXC164x	Isomerization (C16:4), Peroxisomal	Fatty acid oxidation			0
FAOXC165C164x	Fatty Acid Beta Oxidation (C16:5->C16:4), Peroxisomal	Fatty acid oxidation			-0
FAOXC16Brx	Phyt fatty acid activation	Fatty acid oxidation			0
FAOXC184m	Isomerization of (C18:4), Mitochondrial	Fatty acid oxidation			0
FAOXC184x	Isomerization (C18:4), Peroxisomal	Fatty acid oxidation			0
FAOXC185m	Isomerization (C18:5), Mitochondrial	Fatty acid oxidation			0
FAOXC225m	Isomerization (C22:5), Mitochondrial	Fatty acid oxidation			0
FAOXC225x	Isomerization (C22:5), Peroxisomal	Fatty acid oxidation			0
FAOXC226C225x	Fatty Acid Beta Oxidation (C22:6->C22:5), Peroxisomal	Fatty acid oxidation			-0
FAOXC226m	Isomerization (C22:6), Mitochondrial	Fatty acid oxidation			0
FAOXC3DC	Malonylcoa->Malonylcarnitine	Fatty acid oxidation			0
FAOXC4C4DCc	Succ->C4Dcc	Fatty acid oxidation			0
FAOXC5C5DCc	Production of Glutaryl Carnitine	Fatty acid oxidation			0
FAOXC5OHc	 (3-Hydroxyisovalerylcoa->3-Hydroxyisovalerylcarnitine)	Fatty acid oxidation			-0
FAOXC61m	Isomerization (C6:1), Mitochondrial	Fatty acid oxidation			-0
FAOXC61x	Isomerization (C6:1), Peroxisomal	Fatty acid oxidation			0
FAOXTC101TC102m	Fatty Acid Beta Oxidation Trans (C10:1->C10:2), Mitochondrial	Fatty acid oxidation			-0
FAOXTC122m	Isomerization Trans (C12:2), Mitochondrial	Fatty acid oxidation			0
GLUTCOAACBP	Transport of Glutaryl Coenzyme A from Mitochondria into Cytosol	Fatty acid oxidation			-0
HDCACBP	Transport of (S)-3-Hydroxydecanoyl-CoA from mitochondria into the cytosol	Fatty acid oxidation			-0
HDDACBP	Transport of (S)-3-Hydroxydodecanoyl-CoA from mitochondria into the cytosol	Fatty acid oxidation			-0
HDECAACBP	Transport of 3-hydroxyhexadecanoylcoa from mitochondria into the cytosol	Fatty acid oxidation			0
HDECEACBP	Transport of 3-Hydroxyhexadecenoylcoa from Mitochondria into the Cytosol	Fatty acid oxidation			0
HEXCOAACBP	Transport of Hexanoyl Coenzyme A (N-C6:0CoA) from Mitochondria into Cytosol	Fatty acid oxidation			0
HEXDICOAACBP	Transport of Hexadecanedioyl Coa	Fatty acid oxidation			0
HEXDICOAACBPx	Transport of Hexadecanedioyl Coa	Fatty acid oxidation			0
HIVCACBP	Transport of 3-Hydroxyisovalerylcoa from Mitochondria into the Cytosol	Fatty acid oxidation			-0
HOCDACBP	Transport of (S)-3-Hydroxyoctadecanoyl Coenzyme A from Mitochondria into the Cytosol	Fatty acid oxidation			0
HOCTDACBP	Transport of 3-Hydroxyoctadecenoylcoa from Mitochondria into the Cytosol	Fatty acid oxidation			0
HTDCACBP	Transport of (S)-3-Hydroxytetradecanoyl-CoA from mitochondria into the cytosol	Fatty acid oxidation			-0
IVCOAACBP	Transport of Isovaleryl-CoA from mitochondria into cytosol	Fatty acid oxidation			-0
LGNCCOAtcx_1	Transport of Lignocericyl Coenzyme A from Cytosol to Peroxisome.	Transport, peroxisomal			0
NRVNCCOAtxc	Transport of nervonylcoa into peroxisomes	Transport, peroxisomal			0
OCD11COACPT1_1	Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix	Fatty acid oxidation			0
OCD11CRNCACT	Transport of 11-octadecenoyl carnitine into the mitochondrial matrix	Fatty acid oxidation			0
OCT11EFATP_1	Uptake of Vaccenic Acid	Fatty acid oxidation			0
OCTDEC2ACBP	Transport of 3-Hydroxyoctadecadienoyl Coenzyme A from Mitochondria into Cytosol	Fatty acid oxidation			0
OCTDECCACT	Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix	Fatty acid oxidation			0
OCTDECCPT1	Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix	Fatty acid oxidation			0
STCOATxc	Transport of Stearoyl-CoA from cytosol to peroxisomes	Transport, peroxisomal			0
STRDNCCOAtxc	Transport of stearidonylcoa into peroxisomes.	Transport, peroxisomal			0
SUBERCACT	Transport of suberyl carnitine into cytosol	Fatty acid oxidation			-0
SUCCOAPET	Thioesterification of succinyl coa for release into cytosol	Fatty acid oxidation	R00407		0
4OHPROIMINOtc	Transport of L-OH-Proline by the apical IMINO amino acid transporters in kidney and intestine	Transport, extracellular			-0
ALAyLATthc	Transport of Alanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	Transport, extracellular			0
BALABETAtc	Transport of beta alanine into the intestinal cells by beta transport system	Transport, extracellular			0
BALAt2r	Beta Alanine transport in via proton symport	Transport, extracellular			0
GALSGLT1le	Transport of D-Galactose from extracellular space to cytosol of mucosal cells in small intestine	Transport, extracellular			0
GLCSGLT1le	Transport of D-glucose from extracellular space to cytosol of mucosal cells in small intestine	Transport, extracellular			0
GLNyLATthc	Transport of Glutamine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	Transport, extracellular			0
GLYSARCNc	Hydrolysis of glycylsarcosine for uptake	Transport, extracellular			-0
HISyLATtc	Transport of L-Histidine by y+LAT1 or y+LAT2 transporters in small intestine and kidney	Transport, extracellular			0
HISyLATthc	Transport of Histidine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	Transport, extracellular			0
HPETFABP1tc	Transport of 5-HPETE into the enterocytes	Transport, endoplasmic reticular			0
LEUyLAThtc	Transport of Leucine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	Transport, extracellular			0
METyLATthc	Transport of Methionine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	Transport, extracellular			0
OCDEAFABP1tc	Transport of octadecenoyl coA into the enterocytes	Transport, endoplasmic reticular			0
PEHSFABPe	Transport of Lysophosphatidylethanolamine	Transport, endoplasmic reticular			0
PHEyLATthc	Transport of Phenylalanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	Transport, extracellular			0
PMTCOAFABP1tc_1	Transport of Palmitoyl Coenzyme A	Transport, endoplasmic reticular			0
AMPTASEPG	Aminopeptidase (pro-gly)	Transport, extracellular			-0
PROIMINOtc	Transport of L-Proline by the apical IMINO amino acid transporters in kidney and intestine	Transport, extracellular			0
TAUBETAtc	Transport of taurine into the intestinal cells by beta transport system	Transport, extracellular			0
TAUPAT1c	Transport of taurine into the intestinal cells by PAT1	Transport, extracellular			1000
VITEtl	Efflux of alpha-Tocopherol into the lyphatics in chylomicrons	Transport, extracellular			0
4ABUTtcn	Transport of GABA	Transport, nuclear		R-ATH-888592; R-BTA-888592; R-CEL-888592; R-CFA-888592; R-DME-888592; R-DRE-888592; R-GGA-888592; R-HSA-888592; R-MMU-888592; R-OSA-888592; R-RNO-888592; R-SCE-888592; R-SSC-888592; R-TGU-888592; R-XTR-888592	-0
5MTHFt2	5-methyltetrahydrofolate transport via anion exchange	Transport, extracellular		R-BTA-200652; R-CEL-200652; R-CFA-200652; R-DDI-200652; R-DME-200652; R-DRE-200652; R-GGA-200652; R-HSA-200652; R-MMU-200652; R-RNO-200652; R-SSC-200652; R-TGU-200652; R-XTR-200652	-1000
ADNt5	Adenosine transport (1:2 Na/Adn cotransport)	Transport, extracellular			0
CHOLESACATc_1	Esterification of Cholesterol to Cholesterol Ester	Cholesterol metabolism			-0
CHOLESTle_1	Hydrolysis of Cholesterol Ester by Cholesterol Esterase 	Transport, extracellular			-0
CYTDt5	Cytidine transport (1:2 Na/cytd cotransport)	Transport, extracellular			1000
DM_4abut_n	Demand for 4-Aminobutanoate, Nuclear	Exchange/demand reaction			-0
DTMPKm	DTMP kinase in mitochondria	Pyrimidine synthesis	R02094		9.61304851305255
EX_oh1_e	OH1 Exchange	Exchange/demand reaction		R-ATH-432010; R-ATH-432054; R-ATH-432065; R-ATH-432067; R-ATH-507868; R-ATH-507870; R-BTA-432010; R-BTA-432054; R-BTA-432065; R-BTA-432067; R-BTA-445714; R-BTA-507868; R-BTA-507870; R-CEL-445714; R-CEL-507868; R-CEL-507870; R-CFA-432010; R-CFA-432054; R-CFA-432065; R-CFA-432067; R-CFA-445714; R-CFA-507868; R-CFA-507870; R-DDI-432010; R-DDI-432054; R-DDI-432065; R-DDI-432067; R-DDI-507868; R-DDI-507870; R-DME-432010; R-DME-432054; R-DME-432065; R-DME-432067; R-DME-507868; R-DME-507870; R-DRE-432010; R-DRE-432054; R-DRE-432067; R-DRE-445714; R-DRE-507868; R-DRE-507870; R-GGA-432010; R-GGA-432054; R-GGA-432065; R-GGA-432067; R-GGA-445714; R-GGA-507868; R-GGA-507870; R-HSA-432010; R-HSA-432054; R-HSA-432065; R-HSA-432067; R-HSA-445714; R-HSA-507868; R-HSA-507870; R-MMU-432010; R-MMU-432054; R-MMU-432065; R-MMU-432067; R-MMU-445714; R-MMU-507868; R-MMU-507870; R-OSA-432010; R-OSA-432054; R-OSA-432065; R-OSA-432067; R-OSA-507868; R-OSA-507870; R-PFA-445714; R-PFA-507868; R-PFA-507870; R-RNO-432010; R-RNO-432054; R-RNO-432065; R-RNO-432067; R-RNO-445714; R-RNO-507868; R-RNO-507870; R-SCE-432010; R-SCE-432054; R-SCE-432065; R-SCE-432067; R-SCE-445714; R-SCE-507868; R-SCE-507870; R-SPO-445714; R-SPO-507868; R-SPO-507870; R-SSC-432010; R-SSC-432054; R-SSC-432065; R-SSC-432067; R-SSC-445714; R-SSC-507868; R-SSC-507870; R-TGU-432010; R-TGU-432054; R-TGU-432065; R-TGU-432067; R-TGU-445714; R-TGU-507868; R-TGU-507870; R-XTR-432067; R-XTR-445714; R-XTR-507868; R-XTR-507870	-1000
